"code","y","x1","x2","x3"
233,"2",6.90152301503154,6.77799590014966,7.90933617793783
234,"2",7.07139166573711,6.793206989946,5.36843370530465
235,"2",6.5474941171649,6.56532245106196,6.86639853554059
236,"2",7.09499134821819,7.74997336865898,6.87211716544606
237,"2",7.3328196367468,6.12824397270728,6.45217993848615
238,"2",7.13669533941251,6.24667559359892,6.33876303912518
239,"2",7.10489680609849,7.26250149813519,7.40666762179127
240,"2",6.74651825183173,8.01691382290322,5.94963587034764
241,"2",7.08471698521071,7.7225833346812,6.10850708878075
242,"2",7.23351297823317,8.46358518024244,6.65350088586553
243,"2",6.94083057105608,6.66873068067534,6.3448570113423
244,"2",6.94500872465347,6.57982950548956,6.9247884967934
245,"2",7.181708481768,7.2680481016058,6.46401089545409
246,"2",6.90101476889283,7.13432442930506,7.46263975628872
247,"2",7.22286002518809,7.69985395910121,7.65306579961604
248,"2",6.59745959956109,6.83225043174931,5.49403122571804
249,"2",7.21950999125146,7.65965351150504,7.18650213409483
250,"2",6.9958712595384,7.18595688930176,6.70560985260042
251,"2",6.81162336880643,7.48198354664216,6.8589509837962
252,"2",7.1654219510218,7.41659429579248,7.82252273923869
253,"2",7.20623652350675,7.01389660119588,7.96612988443374
254,"2",6.93318116537013,6.34968143938743,5.98597067277441
255,"2",6.70668831171742,6.55224457418558,8.37808088891907
256,"2",6.90829781462608,7.36349359053936,7.93680660555764
257,"2",7.01132307936955,6.509507084335,7.66694135064762
258,"2",6.7913632061301,7.8908361395965,7.10113849127874
259,"2",7.34623116426746,7.665761394854,7.86245920533832
260,"2",7.17634726033998,6.77471920056716,6.89559279366438
261,"2",7.01428507691186,5.78351178564002,6.97855110845728
262,"2",6.90802974306445,6.11471401109419,6.60619691812969
263,"2",7.2634841810629,7.0253126387135,8.51214863059352
264,"2",6.87275645299472,6.88121269863793,6.8773549717996
265,"2",6.84141612787734,6.62027790395903,8.0210014399498
266,"2",7.14707575559926,6.81232605744245,7.59319256288956
267,"2",6.47067351027131,7.68520425706645,8.08154938934748
268,"2",7.36738450578936,7.3526702652836,7.4192528994299
269,"2",7.17372777219771,7.47991627949901,7.06851666266135
270,"2",6.9812847241814,6.94583207998973,6.94371067073027
271,"2",7.21512077525322,6.56968311362555,7.95594785969649
272,"2",6.71095100922025,6.99791803122581,5.19330959590748
273,"2",6.89790487282435,7.52771501934416,8.09881403160202
274,"2",7.00443317805185,7.47007747173163,5.00927063167934
275,"2",6.82423932776746,6.23569144577545,6.94402989257422
276,"2",6.75939659681025,5.77334486361495,8.01482270207093
277,"2",6.9593729037005,6.67277662818846,7.82454450722246
278,"2",7.12387736514784,7.10560296466316,6.88672512372684
279,"2",7.17737722207419,7.16034429434676,6.2932350830232
280,"2",6.55919498899455,7.20047208675504,6.50527967128582
281,"2",7.26758347929851,6.93781450973356,6.46423938648287
282,"2",6.85685186253398,6.68792066426252,7.5598392695511
283,"2",6.74423780449981,6.95729384936028,7.33146575222486
284,"2",6.77437922680283,6.25598754896587,6.0585951412072
285,"2",6.7663853015674,6.93625696687653,5.44808243311875
286,"2",6.79535292654567,6.5026954610257,6.87537713039046
287,"2",7.28864236632456,7.33444079363688,4.60125553005776
288,"2",6.95542638431921,6.576790231374,6.17141034434652
289,"2",6.90188388103318,7.47916555107294,6.62636093824784
290,"2",6.97946549005101,6.88409493633255,6.7473600155352
291,"2",6.94983432701994,7.38111015081836,7.53259650501465
292,"2",6.76611888228812,6.46554681974355,5.95859736151453
293,"2",7.28708296201799,6.93807253157802,8.17539975314465
294,"2",7.46970632545908,6.89215347232658,5.45580139041672
295,"2",6.90154219481051,6.61375390130973,7.3997643242373
296,"2",7.21576571103765,7.79072929381933,6.60860309910644
297,"2",6.50084110577709,7.50854819759903,5.82545614948039
298,"2",7.02374319027786,6.22986575160746,6.0527858937763
299,"2",6.87167669516296,6.98271776091526,5.0686852812337
300,"2",6.86455027211112,6.36315279821432,6.49347949153412
301,"2",6.45958738462831,5.75482199722559,7.86142577391182
302,"2",6.92861733087094,7.00441068319886,8.43338348547322
303,"2",7.03270742209967,6.36931885744598,8.06374150944543
304,"2",7.1597733245637,6.81276904505473,5.92992825249514
305,"2",7.08697032296748,7.37402711221887,9.13698606257583
306,"2",6.72902242857916,7.32915112789508,7.5919473260157
307,"2",7.22542005115323,7.83535106118547,6.46725984313737
308,"2",7.25899040963725,6.40919200974506,6.64181399379255
309,"2",7.17236914037031,7.95712110398624,6.52829209437822
310,"2",7.24422747130067,6.74757057932326,8.90559857965431
311,"2",6.99544485593145,6.89001012555001,6.47528548913751
312,"2",7.08579498415381,7.08406373243812,6.95008546546705
313,"2",7.06892923306498,6.72010436489758,6.06227282189891
314,"2",7.09261659735589,6.46042080016398,7.6663641709327
315,"2",7.04320359006736,8.0375139895743,7.07861287974935
316,"2",7.4804513343171,7.18899933975747,6.87458394005347
317,"2",6.8601220612974,6.7204503734457,6.90081593267503
318,"2",6.8900423160348,7.55944828106067,7.23284027297584
319,"2",7.14560961026733,6.82395367725694,7.14662026662331
320,"2",7.33027569656563,6.89328639304594,6.3529774188226
321,"2",6.89507481431142,7.31046981128838,7.63907780856326
322,"2",7.01353568549657,6.53701291315982,7.49621039648795
323,"2",7.18361110372216,6.95454834481131,7.25977689985314
324,"2",6.63329112486858,7.49600186774646,6.83128985517323
325,"2",7.33959009839864,6.0268083646009,6.82886359546343
326,"2",7.13340284326615,6.21389527504997,7.83797231355527
327,"2",6.83274730614953,6.50112003402226,7.29108063393165
328,"2",6.89699017823845,7.45201966611875,5.49635072773221
329,"2",7.27431637424114,7.98885616445289,6.00279476478488
330,"2",7.31089977593416,6.86845762027888,7.12823135654642
331,"2",7.27496852778473,6.74243947237816,6.15450858880751
332,"2",7.29679348146678,7.54186673289186,6.60958112067682
333,"2",7.57390876287072,7.00523920649647,8.40728496283177
334,"2",7.2222121155321,6.04318022953954,8.92383649820462
335,"2",7.17942419389667,6.99822545305488,6.72549849317358
336,"2",7.03022895883816,7.14166023242997,6.93157624928542
337,"2",6.98201132810224,5.79350342723373,7.02940665239915
338,"2",6.96454554898435,7.60774028446638,7.79680834939926
339,"2",6.91299525393031,6.5967037107394,7.12560087059223
340,"2",7.15526615926609,6.09853947191493,7.36628879094247
341,"2",7.04497548860775,7.39664947738883,8.1256119724722
342,"2",6.75080441002263,7.5830613556037,7.11530481380714
343,"2",6.9156582519863,7.17550705210942,7.0595343718707
344,"2",7.05574153578764,7.9457503377101,4.14199296116121
345,"2",6.7658270016202,7.14195101041121,5.72546709906635
346,"2",6.85324407497581,7.08549739979834,7.30443786557919
347,"2",6.87356676074986,6.02152919057531,5.4568383087515
348,"2",7.39277789759597,6.3045779427488,6.20431677529343
349,"2",7.06245609097905,7.06776567880179,5.41937503048023
350,"2",7.04547019012094,7.11348728064246,7.05623319884501
351,"2",6.90906854790942,6.85232510492274,6.71106327656399
352,"2",6.83693666837802,7.12438759812764,6.57679782530723
353,"2",6.60456985534462,7.70093727607846,6.66782162709502
354,"2",7.0966179841093,7.59852872813205,6.66211611113132
355,"2",7.19892330347109,6.50473925480489,6.8041879194924
356,"2",6.82036448712721,7.23262561022092,5.51370938464631
357,"2",7.04755103940022,6.97824155585198,8.39072641066388
358,"2",6.76954817266699,7.28214823146944,6.4560709058966
359,"2",7.14053555269796,6.81673782443565,6.87605265979708
360,"2",7.1517814667777,6.85778700200964,6.99186947355974
361,"2",7.06041401730832,6.59113898135942,6.79797594034141
362,"2",7.21840686079482,6.92097183365923,6.44130491671907
363,"2",6.97924272516825,7.06820189887231,5.91137424889
364,"2",7.32373088679671,6.99594483858595,6.77562864260817
365,"2",6.84014705423897,8.27599690794875,8.13500768311574
366,"2",7.20986151943592,7.01165666946491,7.98218621176878
367,"2",6.67708601373468,6.69113593336778,6.91190141790527
368,"2",6.83556636552774,7.62708373523413,7.12075964512364
369,"2",7.42691595448501,7.06661910833714,6.51115924756968
370,"2",7.10368302665793,6.97821607026725,5.94944661763398
371,"2",7.16936440919685,7.35819593141665,7.01955352984905
372,"2",7.2101014067039,7.31787138136784,8.35032713156873
373,"2",6.93171377805874,6.82518996158294,8.1051544743466
374,"2",7.32204673811507,6.9035221408481,5.54111287447502
375,"2",6.88827443763808,7.47046679482485,7.68304269438211
376,"2",6.7756939758976,6.92023883481833,7.1984836565873
377,"2",6.64591436481157,7.12399154285326,5.91690008849445
378,"2",7.15502367207954,6.45964204823744,8.32906231689376
379,"2",7.28643923983715,7.20237046517492,6.35691892605205
380,"2",6.9871722200396,7.02037054400586,6.5284138855011
381,"2",7.06213897332754,6.81004058391998,7.16267770265032
382,"2",7.33160103125228,7.22767879869863,6.07811717905985
383,"2",7.39814786950591,7.53246082599589,6.21497918886221
384,"2",7.31462729476539,6.80023416215343,7.04709236011037
385,"2",7.07152098381022,7.24329784384967,6.84308808916859
386,"2",7.04220634751568,6.38530050951727,6.10095433758266
387,"2",7.11340024964916,7.24232398101933,6.85601960032504
388,"2",7.50802604856506,6.61953869437068,8.31224294197816
389,"2",6.65303825208692,7.28105856863427,6.63803531504726
390,"2",6.79138236888529,7.73356101667127,5.80689471077844
391,"2",6.988582151521,6.41471566439612,7.46039035672047
392,"2",6.92807701550386,6.61776536325866,5.89120850443377
393,"2",6.81770218400481,6.80156595414246,7.75543477444537
394,"2",7.57582889377335,7.38156362839951,8.1421632261148
395,"2",7.20265714603975,6.52659819735963,5.65920129910602
396,"2",6.88491431801563,7.02289458431554,6.29961616295145
397,"3",7.97238869968457,8.02041343268637,7.61060196867516
398,"3",8.19384386862802,8.08857411571617,8.17055185681486
399,"3",7.99953508367496,8.35188811277147,7.38456930953746
400,"3",8.08161959187115,7.7655243789205,9.00814715692412
401,"3",8.41170062841124,8.29625469063003,8.75915259769197
402,"3",8.10790476733439,8.4598791410448,8.83713477268202
403,"3",8.16750195340454,7.90814778745287,9.01429864823974
404,"3",7.51981174888864,7.31270848585163,8.13181641181668
405,"3",7.84484403363791,8.72681514685433,7.87947840763232
406,"3",7.91395493852748,8.3557634461561,8.03517326001636
407,"3",8.06271813500614,7.29693426582706,8.21209201643879
408,"3",8.50690309106195,7.61117263881084,7.58951343794549
409,"3",8.07717774418098,7.99632981155481,7.933107407589
410,"3",7.98637138870834,8.1410610023891,7.47362878895434
411,"3",7.85203136893914,8.41610743069737,7.26814083200023
412,"3",8.5671301991487,7.81070922678841,8.17497034178222
413,"3",7.41458123683605,8.24536306129374,7.74714570097056
414,"3",8.09070758656713,7.81221721581465,6.64262858743115
415,"3",8.1752964299273,7.92365821276145,7.28225254598053
416,"3",8.4624564788441,7.6545483916647,8.82396372335523
417,"3",7.81829763493068,7.9880018791502,7.8717048826858
418,"3",8.25124627259284,7.56981661740709,6.668505496049
419,"3",8.21928078311027,7.9348445080335,11.220467543462
420,"3",8.47201113899396,7.98416820442302,8.77001493450304
421,"3",7.96219870242387,8.15742865667157,8.06236093030449
422,"3",8.1528023063519,8.02962207703551,7.37888370028867
423,"3",7.92869462937266,7.36356416405418,9.0611347250865
424,"3",7.82574664297505,7.41236374062571,7.97832233332577
425,"3",8.20514318001043,7.99439836214102,7.24839317359979
426,"3",7.94205596367686,8.17247707416905,6.81346750181925
427,"3",7.78801109764293,7.71642709802492,8.13950117629081
428,"3",7.5875598525645,8.78609010653894,7.14331617718738
429,"3",8.07191236260758,7.61800599370418,6.83374632914048
430,"3",7.98327990394054,7.72553411382644,7.55252555596231
431,"3",8.0222911483204,6.83247955096344,8.46723558671045
432,"3",8.37181332997612,8.13076285573806,9.49906574888656
433,"3",8.27145870114698,8.07474917761379,6.85451610065667
434,"3",7.75026467795373,8.1231999934856,8.30886570200513
435,"3",8.2719994327591,7.53560492109888,8.64581248375282
436,"3",7.93659986015159,8.20657155066052,9.74023955542834
437,"3",7.99079310700349,8.07001280189823,7.52192377472816
438,"3",8.49465093754577,8.06299469789827,6.68464223465715
439,"3",8.3388911951208,9.1441857788448,9.09144457907697
440,"3",7.61936628326155,7.90225036088354,8.67563032905107
441,"3",8.05449769292781,8.04930094934165,8.23039274674399
442,"3",7.74927177243359,8.76606700289345,9.18186618070114
443,"3",8.2096481372834,7.59241589898856,9.547767527544
444,"3",8.3134316533765,7.18539961478273,6.89543732711096
445,"3",8.42611111173518,8.15700380912169,7.2039546654305
446,"3",8.2778499471585,8.47686116135063,8.4617506659525
447,"3",8.13164663287835,8.08504566419873,7.07879983455645
448,"3",7.8806349025191,9.00860304448043,7.46984478534913
449,"3",8.14811892394085,7.73950792830738,9.57879122472618
450,"3",8.24875366971022,7.16148677420473,9.14114044681628
451,"3",8.12960674088184,8.04731420350612,7.90043361025592
452,"3",7.87527779052073,8.74286465084383,8.4372883296402
453,"3",8.07330373665663,7.73149224462522,9.95799996162782
454,"3",7.56877405907075,8.24692686770346,8.60356447760496
455,"3",8.32308730075853,7.11547781570458,8.3407205995321
456,"3",8.16500396363365,7.9694338009248,9.55183092604295
457,"3",8.12920915125034,7.5436133854481,7.89965730993498
458,"3",8.14201008098033,8.18274626902817,8.13672737051395
459,"3",8.3281556221486,8.55836662074217,7.85265055161473
460,"3",7.99474441522825,8.62860846610188,8.51273675630586
461,"3",8.27930979376225,7.67243314170458,8.44164634795862
462,"3",7.8731518546961,8.45750244265463,8.25545330014047
463,"3",7.86884953286234,8.52689116872251,8.97813958294889
464,"3",8.0901087523426,7.91591061427241,5.75367253748788
465,"3",8.30178977667525,8.81164622791584,8.2493426622479
466,"3",7.98893880389067,7.95987006593676,7.21390952480886
467,"3",8.04082290663723,7.6968383084999,9.8661034719709
468,"3",7.75701147714978,8.61942252410944,8.23003739691428
469,"3",7.97393066029729,7.88591693181106,9.2141490476528
470,"3",8.46172857152112,8.0239375203791,8.29860283429395
471,"3",7.64673586313107,8.40642649997628,8.14901818313188
472,"3",7.9480677744568,7.7325204958552,8.55601720939367
473,"3",8.2986818996905,8.09745329284215,7.67745352979973
474,"3",7.83842814906245,8.00769953246535,5.80748231987557
475,"3",8.04494641175418,8.50662192869035,8.83245217155485
476,"3",7.71511091553744,8.12996370974932,6.8103750173971
477,"3",7.97262222135105,8.1886871178258,8.62551637079899
478,"3",7.91105389417506,7.49588621678352,7.1595089434679
479,"3",7.57981253398991,7.11126418453952,7.8443755847766
480,"3",7.7515062590352,7.93932874514033,8.713403289568
481,"3",7.74466318435313,6.78304294625422,7.4133739694283
482,"3",8.24631073245354,7.53941503241159,6.15495979220973
